,pitch,instrument_family,instrument_source,NaiveFFT,ZeroX,PersistFFT1,PersistFFT2,PSHC,fft_mean,max_fft_amp,freq_at_max_fft_amp,peak_0_freq,peak_0_persistence,peak_1_freq,peak_1_persistence,peak_2_freq,peak_2_persistence,peak_3_freq,peak_3_persistence,peak_4_freq,peak_4_persistence,peak_5_freq,peak_5_persistence,peak_6_freq,peak_6_persistence,peak_7_freq,peak_7_persistence,peak_8_freq,peak_8_persistence,peak_9_freq,peak_9_persistence,peak_10_freq,peak_10_persistence,peak_11_freq,peak_11_persistence,peak_12_freq,peak_12_persistence,peak_13_freq,peak_13_persistence,peak_14_freq,peak_14_persistence,peak_15_freq,peak_15_persistence,peak_16_freq,peak_16_persistence,peak_17_freq,peak_17_persistence,peak_18_freq,peak_18_persistence,peak_19_freq,peak_19_persistence,peak_20_freq,peak_20_persistence,peak_21_freq,peak_21_persistence,peak_22_freq,peak_22_persistence,peak_23_freq,peak_23_persistence,peak_24_freq,peak_24_persistence,peak_25_freq,peak_25_persistence,peak_26_freq,peak_26_persistence,peak_27_freq,peak_27_persistence,peak_28_freq,peak_28_persistence,peak_29_freq,peak_29_persistence,peak_30_freq,peak_30_persistence,peak_31_freq,peak_31_persistence,peak_32_freq,peak_32_persistence,peak_33_freq,peak_33_persistence,peak_34_freq,peak_34_persistence,peak_35_freq,peak_35_persistence,peak_36_freq,peak_36_persistence,peak_37_freq,peak_37_persistence,peak_38_freq,peak_38_persistence,peak_39_freq,peak_39_persistence,peak_40_freq,peak_40_persistence,peak_41_freq,peak_41_persistence,peak_42_freq,peak_42_persistence,peak_43_freq,peak_43_persistence,peak_44_freq,peak_44_persistence,peak_45_freq,peak_45_persistence,peak_46_freq,peak_46_persistence,peak_47_freq,peak_47_persistence,peak_48_freq,peak_48_persistence,peak_49_freq,peak_49_persistence
guitar_electronic_028-026-025,26.0,3.0,1.0,38.0,42.0,26.0,26.0,26.0,69670.9453125,43341076.0,73.5,26.75,347862.115,27.75,418023.3025,28.75,489545.6775,29.75,593913.6775,30.75,708328.99,31.75,855117.865,32.75,1091614.74,33.75,840862.615,35.0,747205.74,36.75,20890591.24,38.5,461805.49,59.5,369034.365,60.5,434237.24,61.5,506168.74,62.5,590801.1775,63.5,678507.49,64.5,786974.24,65.5,912840.615,66.5,622678.365,67.5,675657.865,68.5,669996.24,69.5,659878.115,70.5,504235.99,73.5,42907665.24,75.0,380641.49,76.25,552111.49,77.25,528273.74,101.25,384972.6775,102.25,483824.5525,103.25,611021.9275,104.25,774861.49,110.25,33175017.24,138.0,390391.8025,139.0,458725.8025,146.75,27585559.24,183.5,17600821.24,190.0,432072.49,191.0,374456.115,220.25,14516394.24,257.25,9427923.24,294.0,1412474.24,330.75,2333104.99,367.5,4057177.24,404.25,4453160.74,441.25,4881875.74,478.25,4015191.74,515.0,2532130.24,552.0,946134.115,700.0,487241.74,737.25,405239.6775
keyboard_electronic_069-067-075,67.0,4.0,1.0,67.0,62.0,67.0,67.0,67.0,100771.71875,75757456.0,390.25,390.25,74999881.44,391.0,16109833.44,391.5,8872247.44,392.25,2015127.44,780.25,8947672.44,781.5,3297060.44,782.0,2195670.44,782.5,1179420.69,783.0,1443454.69,1099.75,159445.37749999994,1170.0,203848.50249999994,1560.25,5711101.9399999995,1561.75,3603518.44,1562.75,1127825.065,1563.5,204950.93999999994,1564.0,1567548.44,1564.5,1187253.065,1565.0,882709.565,1565.75,594258.815,1566.5,169797.87749999994,1950.0,2633393.19,1952.0,1476888.19,1953.0,959285.315,1953.75,600888.565,1954.25,354357.31499999994,1955.0,50346.377499999944,2340.0,642090.69,2342.0,285408.06499999994,2343.25,145149.62749999994,2344.0,1545.5649999999441,3119.75,818747.69,3122.0,250999.06499999994,3123.5,99659.75249999994,3509.5,10412.377499999944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ_electronic_001-057-050,57.0,6.0,1.0,57.0,57.0,57.0,57.0,57.0,92196.6171875,261164160.0,220.0,211.25,92162.3999999999,212.25,610649.8999999999,213.25,1299986.4,214.25,1866673.9,215.25,3155884.4,216.25,4839786.4,217.25,7510330.4,218.25,6911287.4,219.5,71444654.4,220.0,258552518.4,220.75,78255942.4,222.25,14614978.4,223.25,10487193.4,224.25,6879094.4,225.25,4899817.9,226.25,3539586.4,227.25,2601408.4,228.25,1912716.4,229.25,1303049.4,230.25,927254.8999999999,231.25,601715.1499999999,232.25,229038.8999999999,437.75,5617485.9,438.5,64370.39999999991,439.5,49691630.4,441.0,90627142.4,443.0,2299298.9,443.75,271860.3999999999,657.0,1889233.4,658.5,8116164.4,659.5,39028474.4,660.0,18349834.4,661.75,2249412.4,663.25,355497.1499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
string_acoustic_071-052-075,52.0,8.0,0.0,52.0,65.0,51.0,52.0,52.0,196860.34375,174112320.0,164.75,158.75,2121107.05,159.75,8805243.8,160.75,2215840.8,161.25,5088054.3,164.75,172371196.8,166.5,2966777.8,167.0,2054019.8,167.5,5827524.8,169.0,4194135.3,327.0,3813548.3,327.5,1799655.8,329.0,78136588.8,330.0,44273556.8,331.0,7813990.8,331.5,2447583.8,334.75,3135196.8,489.5,8142132.8,491.75,1959056.8,493.0,32255976.8,494.5,58012344.8,495.25,4422342.8,499.75,2328070.05,657.5,8066205.8,659.5,17858810.8,660.75,6390487.8,818.5,3112395.8,820.5,2985122.8,822.0,18621380.8,824.25,30283350.8,825.0,13109349.8,825.75,10882695.8,984.5,5170937.3,985.0,2234474.3,986.75,13472651.8,988.5,13168658.8,989.25,24131664.8,989.75,3399493.8,991.75,1995192.3,992.5,7197198.8,993.75,3289717.8,1158.25,5497276.8,1318.75,3108867.8,1319.5,3833430.3,1477.75,3960322.8,1479.25,8948461.8,1481.5,2318656.8,1483.0,3467503.3,1484.5,2409970.05,1486.25,3292258.8,1489.25,4827792.8
guitar_electronic_022-067-025,67.0,3.0,1.0,67.0,64.0,67.0,67.0,67.0,88407.09375,105906664.0,390.25,390.25,104847597.36,391.0,29999975.36,391.5,18863527.36,392.25,3129618.36,780.25,10207946.36,781.5,3696134.36,782.0,3401400.36,782.5,2289881.11,784.25,362250.10999999987,1170.0,161114.35999999987,1560.0,294618.23499999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_acoustic_004-033-075,33.0,4.0,0.0,52.0,57.0,33.0,33.0,52.0,65956.140625,38665808.0,163.75,28.5,429477.7325,38.5,583571.4199999999,39.75,508677.4825,40.75,1031469.7949999999,44.25,899933.1699999999,45.75,830204.1699999999,50.5,1286902.67,54.25,13107610.92,56.25,1025532.2949999999,57.5,480431.6075,69.5,783951.5449999999,83.0,739995.6699999999,95.75,703157.0449999999,103.75,439542.42,104.75,2362430.42,105.75,9242584.92,106.75,4266721.92,108.5,37939805.92,110.5,649108.9199999999,111.5,918040.4199999999,112.5,536138.1699999999,115.0,771716.1699999999,116.25,934020.6699999999,117.5,2006098.92,118.5,719587.1699999999,123.25,971933.9199999999,132.0,1186232.17,145.0,419988.67,163.75,38279149.92,212.5,478861.9825,218.0,21709947.92,220.5,547212.1699999999,270.5,689950.6699999999,273.0,14713042.92,327.5,4869004.92,328.0,13970049.92,382.75,1202584.42,383.25,8368417.92,494.5,1704907.795,495.25,5145360.42,550.25,6656521.92,551.0,11899694.92,607.0,2400710.17,663.25,2048114.67,664.0,1271142.295,721.0,4647358.92,722.0,2936143.92,779.0,542950.4824999999,1138.25,803655.4199999999,1198.75,476071.6075
vocal_synthetic_003-036-025,36.0,10.0,2.0,48.0,66.0,36.0,36.0,36.0,296647.59375,150736656.0,130.75,62.5,2958198.44,65.0,21576361.44,65.5,77210401.44,68.0,5195813.4399999995,68.75,2469428.19,127.25,8275770.4399999995,127.75,28542905.44,129.5,2672366.69,130.75,149229289.44,132.0,3274551.44,133.5,9680378.44,134.0,33312233.44,193.25,24044533.44,196.25,110337841.44,199.25,22186615.44,255.5,3679569.44,258.5,29451353.44,260.5,2709205.94,261.5,79770513.44,264.75,29977277.44,267.75,3588530.44,324.0,10922366.44,327.0,27712277.44,330.0,9812612.44,389.25,3591810.94,392.5,7947757.4399999995,395.5,2741201.94,460.0,6755902.4399999995,463.25,3181489.94,524.25,9069750.44,527.5,3681407.44,529.0,3120814.44,589.75,22494559.44,593.0,4858058.4399999995,594.5,5915262.4399999995,657.75,8882073.44,721.5,7293998.4399999995,786.25,19815885.44,852.5,11446948.44,855.5,6295304.4399999995,918.0,4072205.44,920.75,4577746.4399999995,982.5,22420145.44,985.25,7434414.4399999995,986.0,5236739.4399999995,1047.75,8723979.44,1051.5,4924506.9399999995,1113.25,4419734.9399999995,1116.0,3006322.94,1506.75,3346977.94
organ_electronic_057-035-100,35.0,6.0,1.0,47.0,47.0,47.0,47.0,47.0,83145.6953125,403245056.0,123.5,109.5,82507.18999999994,114.5,207716.43999999994,115.25,1448196.94,116.25,4457695.4399999995,117.5,2528767.94,118.25,4454276.4399999995,119.25,6804176.4399999995,120.25,11120396.44,121.5,20980295.44,123.5,399212605.44,124.0,76482053.44,125.25,17625853.44,126.25,11922516.44,127.25,6751883.4399999995,128.0,3345339.94,129.0,746953.44,129.75,1092862.94,130.5,44976297.44,131.0,3676969.94,132.25,3289779.94,133.25,2282181.94,134.25,1058718.94,135.25,424754.43999999994,137.5,2281140.44,245.0,234645.93999999994,246.0,13814655.44,246.75,34595177.44,253.75,2574268.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brass_acoustic_046-077-100,77.0,1.0,0.0,89.0,86.0,77.0,77.0,77.0,264082.6875,49513528.0,1390.75,689.25,12472392.72,690.0,20139880.72,690.75,9702693.72,691.25,11624071.72,692.0,23683110.72,693.5,13216580.72,694.25,33398820.72,696.0,45233308.72,697.0,10410115.72,697.5,23854274.72,698.25,26082424.72,698.75,10644300.72,699.5,48933400.72,701.0,11162694.72,702.0,11993485.72,703.5,24955774.72,1378.5,14383706.72,1382.5,17128880.72,1383.25,28939848.72,1384.25,10522026.72,1384.75,16218081.72,1385.5,25660854.72,1386.75,31632916.72,1387.25,10767600.72,1388.5,31206264.72,1390.25,10772816.72,1390.75,49018392.72,1391.5,27455588.72,1392.75,22479664.72,1393.75,24674228.72,1394.75,12143592.72,1396.0,10017492.72,1398.5,41645388.72,1401.75,36482464.72,1405.5,20506902.72,1406.5,12975148.72,1407.25,10599804.72,1408.5,19218780.72,1410.75,9644821.72,1412.75,9599581.72,2076.75,10312825.72,2079.25,13492882.72,2080.25,10030106.72,2083.25,13989295.72,2085.75,10574956.72,2087.5,9566053.72,2089.5,17881460.72,2097.75,16087998.72,2100.5,9861230.72,2104.75,11204241.72
guitar_acoustic_015-104-050,104.0,3.0,0.0,105.0,73.0,50.0,104.0,67.0,106916.4375,1361831.25,3440.0,143.25,189252.875,270.0,220333.609375,395.5,454976.6875,512.0,535460.3125,587.75,162828.34375,712.25,411766.65625,779.25,947995.375,822.75,271301.6875,871.75,290330.46875,918.0,417630.84375,979.5,142317.421875,1008.0,355230.25,1134.0,138739.4375,1205.75,341106.71875,1227.0,99376.390625,1315.0,556244.4375,1345.75,142926.3125,1529.0,151255.53125,1970.5,121903.484375,2070.75,107399.984375,2160.0,219292.640625,2281.0,152814.015625,2340.5,229681.234375,2561.25,147192.90625,2961.5,125156.0,3037.25,117740.703125,3142.0,227365.71875,3217.5,449979.4375,3318.0,227063.890625,3379.0,967084.3125,3409.75,718537.9375,3440.0,1348212.9375,3457.25,429661.1875,3503.5,241216.625,3789.5,206696.328125,3903.75,101825.078125,4252.5,105269.890625,5547.75,127763.75,5841.0,214188.625,5913.75,214973.859375,6172.0,173686.71875,6209.5,133389.078125,6398.0,242616.4375,6583.5,161042.359375,6609.75,186480.890625,6761.75,486587.1875,6799.75,319200.75,6816.75,221777.546875,6958.75,153078.953125,6985.0,240879.96875
bass_synthetic_033-048-127,48.0,0.0,2.0,48.0,46.0,48.0,48.0,48.0,75621.8515625,45514928.0,130.75,125.25,695560.22,127.0,2063403.72,128.25,1417382.47,130.75,45059778.72,134.75,3295692.7199999997,257.25,3202579.2199999997,260.5,18684760.72,261.5,4892623.72,264.75,398548.72,265.75,1298485.72,384.5,527922.22,388.25,5887982.72,392.0,16949076.72,392.75,1093016.47,396.0,2572938.9699999997,399.5,153819.96999999997,515.0,837076.095,519.0,4828753.72,522.75,11076918.72,523.5,454426.47,526.75,1570494.345,527.75,37566.34499999997,530.25,254852.40749999997,645.75,737285.22,649.75,3025712.2199999997,653.5,5946567.22,657.5,1008931.72,661.0,517117.22,662.5,61911.40749999997,665.25,17430.251249999972,776.5,388880.2825,780.5,1502873.47,781.0,66871.56374999997,784.25,2362655.9699999997,788.25,510597.47,789.0,122223.53249999997,791.75,146956.59499999997,911.25,421953.5325,915.0,231458.53249999997,919.0,344582.0325,1045.25,33581.15749999997,1046.0,185615.03249999997,1172.25,60839.03249999997,1176.75,473921.97,1303.0,155537.71999999997,1308.0,561569.72,1314.25,2962.876249999972,1433.75,73944.34499999997,1439.0,492883.47,1569.75,266459.845
guitar_electronic_022-081-050,81.0,3.0,1.0,81.0,77.0,81.0,81.0,81.0,80785.5390625,67201936.0,871.75,60.0,222682.2025,871.75,66529916.64,872.5,23280396.64,918.5,1572.265000000014,1742.5,1149913.7650000001,1744.25,158598.64,1745.0,87064.95250000001,1745.5,172633.8275,2612.75,243056.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_electronic_001-025-050,25.0,4.0,1.0,44.0,54.0,37.0,44.0,37.0,66482.7578125,65135352.0,103.0,34.25,871304.855,58.75,297560.0425,64.5,165480.22999999998,67.75,332804.23,68.5,28344066.48,69.5,416917.23,70.75,106144.79249999998,72.75,334767.605,73.75,127818.29249999998,74.75,255439.97999999998,76.0,189597.22999999998,77.0,143423.47999999998,81.25,242816.54249999998,84.25,2054773.23,87.75,88320.22999999998,90.5,99543.29249999998,93.75,134863.72999999998,103.0,64483998.48,118.0,251447.72999999998,120.0,124195.29249999998,124.0,107497.60499999998,125.0,229607.41749999998,137.75,24723892.48,172.0,44490654.48,203.75,63312.10499999998,204.75,77959.04249999998,206.75,4305973.98,241.75,8922616.48,276.5,270217.4175,309.0,385442.855,311.5,516220.855,312.0,2623072.48,347.25,7067545.48,382.75,19978680.48,418.5,17497116.48,421.0,114374.97999999998,454.5,5782775.98,490.75,1100057.23,527.75,1517784.73,563.5,844747.855,564.0,2956039.98,637.75,116937.35499999998,638.25,705519.105,676.0,6060244.48,713.75,3755520.98,752.25,3793137.98,790.75,2445503.48,829.5,1491344.48,1028.75,345259.9175,1152.75,96172.85499999998
string_acoustic_056-078-100,78.0,8.0,0.0,78.0,60.0,70.0,78.0,78.0,82866.671875,9227403.0,744.0,200.5,58183.47,234.5,22913.673125,358.5,142417.954375,422.0,256092.47,434.0,36996.6575,447.75,103381.43875,461.0,483874.72,481.5,32300.9465625,502.0,171241.06375,511.0,86075.610625,530.75,27794.8059375,544.25,93475.798125,547.5,12137.555937500001,557.0,27861.110625,588.25,50679.954375,638.25,134978.110625,716.25,202717.345,736.5,3394537.97,744.0,9135128.97,813.25,17183.9934375,835.75,140437.735625,988.75,11302.196562500001,1295.75,47195.2825,1316.0,16199.266875000001,1331.25,30099.31375,1428.25,62251.18875,1457.0,25942.595,1468.75,522803.345,1484.25,4817772.47,1503.25,380647.00125,1581.0,60987.72,1663.0,16655.3528125,2144.75,47261.048125,2182.5,30373.25125,2196.5,312640.06375,2224.5,5475246.97,2230.75,81865.47,2570.5,44006.298125,2699.5,21718.860625,2950.75,82247.2825,2980.5,1352768.095,2996.0,172925.72,3008.0,37598.0715625,3019.0,75600.141875,3037.25,17595.00125,3703.5,18854.9934375,3727.0,326778.12625,4463.0,505126.095,5207.25,142382.110625,6712.25,230261.68875
bass_synthetic_068-096-127,96.0,0.0,2.0,96.0,78.0,96.0,96.0,96.0,71688.7109375,17921622.0,2092.75,2092.75,17742405.78,4216.75,356387.155,6379.75,892973.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ_electronic_028-067-075,67.0,6.0,1.0,67.0,68.0,67.0,67.0,67.0,73610.6015625,219570064.0,392.25,376.0,359563.10999999987,378.5,231554.85999999987,379.75,630164.8599999999,380.25,514726.10999999987,381.0,553171.1099999999,382.25,2717160.86,383.0,1150844.8599999999,384.5,3143099.36,385.0,2988647.36,386.25,4206393.359999999,387.75,7728382.359999999,388.25,19082641.36,388.75,2665979.36,389.5,16341595.36,390.5,46026595.36,391.5,38243939.36,392.25,217374363.36,393.0,32885707.36,395.25,8027408.359999999,395.75,4002955.36,396.25,4022019.86,397.25,2283455.36,397.75,14085981.36,399.75,3584206.36,400.75,4786308.859999999,401.75,4353186.859999999,402.25,775273.3599999999,405.25,2684972.86,407.75,792024.1099999999,408.25,137322.60999999987,1568.0,1529049.1099999999,1568.5,474615.35999999987,1569.25,5722130.859999999,1570.0,1057420.8599999999,1571.75,301597.35999999987,1572.5,1696126.6099999999,1574.25,1052879.8599999999,1581.5,574307.8599999999,1582.75,551613.3599999999,1583.75,2745263.86,1584.25,494856.35999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_010-088-100,88.0,3.0,0.0,88.0,85.0,88.0,88.0,88.0,72581.2734375,310138240.0,1328.5,1328.5,307036857.6,1340.0,639774.3500000001,1341.0,273595.1000000001,2657.0,546043.1000000001,3985.5,1796316.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brass_acoustic_006-070-100,70.0,1.0,0.0,89.0,89.0,70.0,70.0,70.0,143809.125,77746408.0,1398.5,465.0,6632060.92,466.0,10209054.92,466.75,53003059.92,468.25,10761164.92,469.0,10412427.92,931.0,12488109.92,931.5,7413570.92,932.25,47348151.92,933.25,26558237.92,934.0,3822781.92,934.5,3967949.92,1396.25,4929772.42,1397.75,9497701.92,1398.5,76968943.92,1399.75,11431911.92,1400.25,29033911.92,1401.0,5165623.92,1402.0,8587702.92,1403.5,31642333.92,1405.5,24002131.92,1406.5,32566743.92,1407.25,14830087.92,1864.0,6495606.42,1867.25,12157529.92,1868.0,5596312.92,1868.5,17194533.92,1870.0,9445044.92,1873.5,14238224.92,1874.5,6606417.42,1876.5,5628665.42,2329.5,4874707.42,2330.5,6700727.92,2333.0,3961363.92,2333.5,24642933.92,2334.0,7193807.92,2335.0,2993741.92,2335.75,4534344.42,2336.75,5879371.42,2337.75,3197813.92,2343.75,5311302.42,2797.25,3407062.17,2800.25,3276029.42,2801.25,3001382.92,2801.75,7734781.92,2802.75,3621309.92,2806.5,3572308.92,2809.25,4523772.42,3264.25,3200165.17,3265.0,4940294.92,3268.5,4419094.92
guitar_electronic_028-060-075,60.0,3.0,1.0,72.0,68.0,60.0,60.0,60.0,98750.5,56802732.0,523.25,252.5,53068.679999999935,253.5,122952.92999999993,261.5,29879472.68,270.0,102702.05499999993,271.0,46423.867499999935,503.0,2201.617499999935,503.75,29030.554999999935,504.75,65103.304999999935,523.25,56234704.68,543.25,39290.054999999935,544.25,12792.492499999935,762.25,8797.242499999935,785.0,40620796.68,806.25,43603.054999999935,807.25,18891.929999999935,1028.5,15002.679999999935,1046.75,20633724.68,1064.5,12829.429999999935,1308.75,10046166.68,1571.0,3433258.1799999997,1833.5,217427.17999999993,3149.0,6100.242499999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ_electronic_007-089-025,89.0,6.0,1.0,89.0,107.0,77.0,89.0,89.0,241682.828125,45961700.0,1403.25,705.75,8894107.0,1387.25,11671181.0,1395.25,31399879.0,1403.25,45502083.0,1411.25,21241111.0,1419.25,38658875.0,1421.5,8356794.0,1427.5,28065615.0,1435.5,12787126.0,2786.75,17160931.0,2790.5,12918923.0,2794.75,32453301.0,2798.5,17359993.0,2802.75,40671675.0,2806.5,9621204.0,2810.75,18935703.0,2819.0,15883450.0,2822.75,15778474.0,2827.0,26607951.0,2835.0,18361123.0,2838.75,10655479.0,2843.0,21632663.0,2846.75,16376275.0,2851.0,36616723.0,2854.75,11901751.0,2859.25,28315499.0,2867.25,17065861.0,4193.75,10453917.0,4274.25,10066630.0,4282.25,9312744.0,5573.5,11751214.0,5581.5,23024265.0,5589.5,33134467.0,5597.5,34238751.0,5605.5,18449223.0,5621.75,25301501.0,5629.75,13276891.0,5637.75,16925445.0,5645.75,19903395.0,5652.5,9410497.0,5654.0,26861549.0,5662.0,20256149.0,5670.0,16049693.0,5678.0,12355871.0,5686.25,22601145.0,5702.25,15389761.0,5710.25,29623227.0,5718.25,26203017.0,5726.25,17141471.0,5734.5,11026879.0
bass_synthetic_034-087-127,87.0,0.0,2.0,108.0,93.0,50.0,87.0,87.0,83149.3671875,8552257.0,4977.0,147.25,7538142.43,1240.25,2237706.43,1244.25,4285694.43,1248.25,2291307.93,2476.5,1785401.93,2480.5,2562036.93,2484.5,4014764.93,2488.5,6194123.43,2492.5,4219902.93,2496.5,2828744.93,2500.5,2098372.68,2504.5,1441445.305,3716.75,1626539.305,3720.75,2174820.18,3724.75,2870177.18,3728.75,3767127.43,3732.75,5149161.43,3736.75,3860628.93,3740.75,3047505.93,3744.75,2408076.93,3748.75,1854997.43,3752.75,1374605.555,4953.0,1709044.68,4957.0,2390658.93,4961.0,3232458.68,4965.0,4233366.43,4969.0,5390710.93,4973.0,6526216.93,4977.0,8466734.43,4981.0,6565152.43,4985.0,5509969.43,4989.0,4423809.93,4993.0,3454105.43,4997.0,2605391.18,5001.0,1923329.055,5005.0,1379843.805,6201.25,1731460.805,6205.25,2594294.93,6209.25,3733939.43,6213.25,5084955.43,6217.25,6357261.43,6221.25,8337587.43,6225.25,6323760.93,6229.25,5066750.43,6233.25,3745436.18,6237.25,2634042.18,6241.25,1781794.555,7461.5,1440314.555,7465.5,1918826.555,7469.5,1378559.93
guitar_acoustic_030-061-127,61.0,3.0,0.0,61.0,62.0,61.0,61.0,61.0,128558.2109375,56639744.0,277.25,71.75,234.80999999993946,277.25,56073346.56,554.25,31727860.56,831.5,10915266.56,1109.0,3854118.56,1386.25,2446941.06,1663.75,514581.18499999994,1941.0,925837.8099999999,2218.5,266146.18499999994,2496.5,226936.43499999994,2774.0,136826.37249999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vocal_synthetic_003-090-075,90.0,10.0,2.0,90.0,92.0,90.0,90.0,90.0,1302355.625,142354928.0,1472.0,1464.25,31475212.72,1468.25,74119970.72,1472.0,140931378.72,1476.0,129346834.72,1480.0,71912410.72,1484.0,128241842.72,1488.0,140885826.72,1491.75,85987586.72,1495.75,36163330.72,1499.75,9996147.72,2932.25,23546032.72,2936.25,56040886.72,2940.25,91502346.72,2944.25,93128290.72,2948.0,47983610.72,2952.0,56355238.72,2956.0,101210306.72,2960.0,19786330.72,2964.0,78003586.72,2967.75,50020518.72,2971.75,57251958.72,2975.75,113886578.72,2979.75,88544018.72,2983.5,48301766.72,2987.5,25921848.72,4400.5,12740983.72,4404.5,24496154.72,4408.5,37344346.72,4412.25,44460658.72,4416.25,40017398.72,4424.25,32823222.72,4428.0,34551206.72,4436.0,46780058.72,4443.75,35832054.72,4451.75,41033038.72,4455.75,34863738.72,4463.5,36941146.72,4467.5,49278490.72,4471.5,38458714.72,4475.25,22875482.72,4479.25,11572992.72,5880.5,11276210.72,5884.5,11545708.72,5896.25,10906656.72,5908.0,10423403.72,5916.0,9996553.72,5931.75,10640803.72,5943.5,10167641.72,5955.25,11488974.72,5959.25,12068157.72
